date,value
2024-09-20,124.18
2024-09-23,125.06
2024-09-24,125.84
2024-09-25,126.0
2024-09-26,126.88
2024-09-27,126.49
2024-09-30,126.66
2024-10-01,126.4
2024-10-02,126.9
2024-10-04,129.58
2024-10-07,128.38
2024-10-08,129.51
2024-10-09,130.19
2024-10-10,130.0
2024-10-11,130.18
2024-10-14,131.31
2024-10-15,129.94
2024-10-16,130.3
2024-10-17,131.11
2024-10-18,131.98
2024-10-21,132.45
2024-10-22,132.66
2024-10-23,131.11
2024-10-24,132.46
2024-10-25,132.79
2024-10-28,133.31
2024-10-29,134.21
2024-10-30,132.24
2024-10-31,128.81
2024-11-01,129.92
2024-11-04,128.75
2024-11-05,131.69
2024-11-06,137.09
2024-11-07,138.96
2024-11-08,140.25
2024-11-11,143.28
2024-11-12,143.13
2024-11-13,143.85
2024-11-14,143.15
2024-11-15,143.01
2024-11-18,143.17
2024-11-19,145.02
2024-11-20,145.39
2024-11-21,144.94
2024-11-22,147.21
2024-11-25,146.14
2024-11-26,146.3
2024-11-27,145.27
2024-11-28,145.82
2024-11-29,146.86
2024-12-02,149.1
2024-12-03,150.06
2024-12-04,152.06
2024-12-05,152.06
2024-12-06,153.97
2024-12-09,151.14
2024-12-10,151.26
2024-12-11,154.54
2024-12-12,153.89
2024-12-13,153.69
2024-12-16,154.75
2024-12-17,154.2
2024-12-18,149.56
2024-12-19,150.59
2024-12-20,152.11
2024-12-23,153.35
2024-12-27,152.48
2024-12-30,151.02
2025-01-02,150.66
2025-01-03,154.14
2025-01-06,154.64
2025-01-07,151.0
2025-01-08,151.06
2025-01-09,151.41
2025-01-10,149.56
2025-01-13,149.09
2025-01-14,148.25
2025-01-15,152.46
2025-01-16,151.92
2025-01-17,154.67
2025-01-20,153.36
2025-01-21,154.67
2025-01-22,157.12
2025-01-23,158.76
2025-01-24,157.13
2025-01-27,151.82
2025-01-28,156.46
2025-01-29,156.45
2025-01-30,157.64
2025-01-31,157.77
2025-02-03,157.04
2025-02-04,160.46
2025-02-05,159.63
2025-02-06,161.96
2025-02-07,161.63
2025-02-10,164.18
2025-02-11,162.4
2025-02-12,163.69
2025-02-13,165.72
2025-02-14,166.19
2025-02-17,168.46
2025-02-18,169.15
2025-02-19,167.42
2025-02-20,164.43
2025-02-21,161.17
2025-02-24,158.55
2025-02-25,155.37
2025-02-26,157.64
2025-02-27,154.91
2025-02-28,156.77
2025-03-03,154.74
2025-03-04,152.48
2025-03-05,154.93
2025-03-06,150.91
2025-03-07,149.18
2025-03-10,142.87
2025-03-11,143.36
2025-03-12,147.84
2025-03-13,146.49
2025-03-14,151.49
2025-03-17,152.07
2025-03-18,150.88
2025-03-19,153.04
2025-03-20,152.35
