date,value
2019-03-26,35.995
2019-03-27,35.835
2019-03-28,36.04
2019-03-29,36.28
2019-04-01,36.585
2019-04-02,36.68
2019-04-03,36.76
2019-04-04,36.59
2019-04-05,36.79
2019-04-08,36.645
2019-04-09,36.62
2019-04-10,36.69
2019-04-11,36.64
2019-04-12,36.53
2019-04-15,36.585
2019-04-16,36.715
2019-04-17,36.44
2019-04-18,36.555
2019-04-23,37.12
2019-04-24,37.34
2019-04-25,37.505
2019-04-26,37.585
2019-04-29,37.72
2019-04-30,37.53
2019-05-02,37.38
2019-05-03,37.685
2019-05-06,37.415
2019-05-07,37.1
2019-05-08,37.03
2019-05-09,36.475
2019-05-10,36.325
2019-05-13,36.125
2019-05-14,36.665
2019-05-15,36.8
2019-05-16,37.485
2019-05-17,37.465
2019-05-20,37.025
2019-05-21,37.27
2019-05-22,37.3
2019-05-23,36.855
2019-05-24,36.86
2019-05-27,36.98
2019-05-28,37.03
2019-05-29,36.52
2019-05-30,36.695
2019-05-31,36.54
2019-06-03,36.265
2019-06-04,36.245
2019-06-05,36.77
2019-06-06,36.985
2019-06-07,37.465
2019-06-11,37.575
2019-06-12,37.62
2019-06-13,37.75
2019-06-14,37.9
2019-06-17,37.85
2019-06-18,38.425
2019-06-19,38.285
2019-06-20,38.61
2019-06-21,38.51
2019-06-24,38.23
2019-06-25,38.06
2019-06-26,37.765
2019-06-27,37.71
2019-06-28,37.835
2019-07-01,38.41
2019-07-02,38.58
2019-07-03,39.06
2019-07-04,39.16
2019-07-05,38.99
2019-07-08,39.0
2019-07-09,39.035
2019-07-10,39.14
2019-07-11,39.225
2019-07-12,39.19
2019-07-15,39.335
2019-07-16,39.445
2019-07-17,39.335
2019-07-18,39.125
2019-07-19,39.425
2019-07-22,39.25
2019-07-23,39.475
2019-07-24,39.59
2019-07-25,39.52
2019-07-26,39.775
2019-07-29,39.675
2019-07-30,39.585
2019-07-31,39.515
2019-08-01,39.855
2019-08-02,38.67
2019-08-05,37.705
2019-08-06,37.56
2019-08-07,37.755
2019-08-08,38.665
2019-08-09,38.52
2019-08-12,38.345
2019-08-13,38.645
2019-08-14,38.31
2019-08-15,38.215
2019-08-16,38.74
2019-08-19,39.185
2019-08-20,39.16
2019-08-21,39.39
2019-08-22,39.125
2019-08-23,38.64
2019-08-26,38.65
2019-08-27,38.935
2019-08-28,38.875
2019-08-29,39.48
2019-08-30,39.6
2019-09-02,39.62
2019-09-03,39.66
2019-09-04,39.8
2019-09-05,40.105
2019-09-06,40.23
2019-09-09,39.765
2019-09-10,38.995
2019-09-11,39.36
2019-09-12,39.59
2019-09-13,39.395
2019-09-16,39.305
2019-09-17,39.375
2019-09-18,39.355
2019-09-19,39.68
2019-09-20,39.655
2019-09-23,39.56
2019-09-24,39.555
2019-09-25,39.305
2019-09-26,39.585
2019-09-27,39.625
2019-10-01,39.34
2019-10-02,38.31
2019-10-04,39.095
2019-10-07,39.245
2019-10-08,38.675
2019-10-09,38.8
2019-10-10,38.995
2019-10-11,39.4
2019-10-14,39.19
2019-10-15,39.315
2019-10-16,39.085
2019-10-17,38.97
2019-10-18,38.805
2019-10-21,38.805
2019-10-22,38.885
2019-10-23,38.6
2019-10-24,39.045
2019-10-25,39.185
2019-10-28,39.285
2019-10-29,39.335
2019-10-30,39.39
2019-10-31,39.23
2019-11-01,39.385
2019-11-04,39.475
2019-11-05,39.405
2019-11-06,39.47
2019-11-07,39.745
2019-11-08,39.74
2019-11-11,39.795
2019-11-12,40.015
2019-11-13,40.075
2019-11-14,40.06
2019-11-15,40.175
2019-11-18,40.195
2019-11-19,40.285
2019-11-20,40.38
2019-11-21,40.05
2019-11-22,40.11
2019-11-25,40.56
2019-11-26,40.785
2019-11-27,41.005
2019-11-28,40.915
2019-11-29,40.8
2019-12-02,40.05
2019-12-03,39.895
2019-12-04,40.31
2019-12-05,40.245
2019-12-06,40.755
2019-12-09,40.53
2019-12-10,40.4
2019-12-11,40.42
2019-12-12,40.39
2019-12-13,40.425
2019-12-16,40.805
2019-12-17,40.75
2019-12-18,40.81
2019-12-19,40.865
2019-12-20,41.4
2019-12-23,41.395
2019-12-27,41.34
2019-12-30,41.245
2020-01-02,41.205
2020-01-03,41.265
2020-01-06,41.105
2020-01-07,41.355
2020-01-08,41.585
2020-01-09,41.93
2020-01-10,41.92
2020-01-13,41.875
2020-01-14,42.075
2020-01-15,42.255
2020-01-16,42.555
2020-01-17,43.0
2020-01-20,43.085
2020-01-21,43.18
2020-01-22,43.385
2020-01-23,43.295
2020-01-24,43.605
2020-01-27,42.94
2020-01-28,43.315
2020-01-29,43.425
2020-01-30,43.15
2020-01-31,42.715
2020-02-03,43.005
2020-02-04,43.785
2020-02-05,43.865
2020-02-06,44.165
2020-02-07,44.275
2020-02-10,44.585
2020-02-11,44.8
2020-02-12,44.875
2020-02-13,45.245
2020-02-14,45.32
2020-02-17,45.54
2020-02-18,45.425
2020-02-19,45.975
2020-02-20,45.235
2020-02-21,45.12
2020-02-24,43.925
2020-02-25,43.245
2020-02-26,43.075
2020-02-27,41.405
2020-02-28,39.355
2020-03-02,40.24
2020-03-03,41.03
2020-03-04,41.465
2020-03-05,41.505
2020-03-06,39.865
2020-03-09,37.75
2020-03-10,37.28
2020-03-11,37.22
2020-03-12,34.295
2020-03-13,34.7
2020-03-16,33.785
2020-03-17,34.355
2020-03-18,33.125
2020-03-19,33.87
2020-03-20,33.65
2020-03-23,31.83
2020-03-24,34.195
2020-03-25,35.095
2020-03-26,35.925
2020-03-27,35.295
2020-03-30,36.07
2020-03-31,36.52
2020-04-01,34.94
2020-04-02,34.85
2020-04-03,34.76
2020-04-06,36.23
2020-04-07,37.075
2020-04-08,37.0
2020-04-09,37.43
2020-04-14,38.335
2020-04-15,37.935
2020-04-16,38.685
2020-04-17,39.005
2020-04-20,39.41
2020-04-21,37.62
2020-04-22,38.665
2020-04-23,39.145
2020-04-24,38.75
2020-04-27,39.675
2020-04-28,39.605
2020-04-29,40.27
2020-04-30,39.665
2020-05-04,38.91
2020-05-05,40.09
2020-05-06,40.305
2020-05-07,40.495
2020-05-08,40.67
2020-05-11,41.065
2020-05-12,41.225
2020-05-13,40.555
2020-05-14,40.2
2020-05-15,40.33
2020-05-18,41.385
2020-05-19,41.125
2020-05-20,41.295
2020-05-21,40.845
2020-05-22,41.085
2020-05-25,41.785
2020-05-26,41.125
2020-05-27,40.275
2020-05-28,41.23
2020-05-29,40.805
2020-06-02,41.095
2020-06-03,41.135
2020-06-04,40.655
2020-06-05,40.95
2020-06-08,40.845
2020-06-09,41.08
2020-06-10,41.465
2020-06-11,40.74
2020-06-12,40.55
2020-06-15,40.39
2020-06-16,41.48
2020-06-17,42.12
2020-06-18,41.97
2020-06-19,42.47
2020-06-22,42.3
2020-06-23,42.74
2020-06-24,41.955
2020-06-25,42.145
2020-06-26,42.145
2020-06-29,41.88
2020-06-30,42.405
2020-07-01,42.815
2020-07-02,43.55
2020-07-03,43.415
2020-07-06,44.145
2020-07-07,44.315
2020-07-08,44.03
2020-07-09,44.14
2020-07-10,44.47
2020-07-13,45.385
2020-07-14,43.72
2020-07-15,44.16
2020-07-16,43.69
2020-07-17,44.155
2020-07-20,44.815
2020-07-21,44.88
2020-07-22,44.36
2020-07-23,44.425
2020-07-24,43.125
2020-07-27,42.97
2020-07-28,43.485
2020-07-29,43.42
2020-07-30,43.175
2020-07-31,43.105
2020-08-03,44.075
2020-08-04,44.0
2020-08-05,43.845
2020-08-06,43.815
2020-08-07,44.33
2020-08-10,43.775
2020-08-11,43.59
2020-08-12,43.95
2020-08-13,44.245
2020-08-14,44.02
2020-08-17,44.415
2020-08-18,44.495
2020-08-19,44.77
2020-08-20,44.835
2020-08-21,45.205
2020-08-24,45.18
2020-08-25,45.27
2020-08-26,45.885
2020-08-27,46.28
2020-08-28,45.835
2020-08-31,45.905
2020-09-01,46.29
2020-09-02,46.85
2020-09-03,45.505
2020-09-04,43.945
2020-09-07,44.675
2020-09-08,43.77
2020-09-09,44.44
2020-09-10,44.39
2020-09-11,43.755
2020-09-14,44.285
2020-09-15,44.935
2020-09-16,45.005
2020-09-17,44.22
2020-09-18,43.905
2020-09-21,43.53
2020-09-22,44.17
2020-09-23,44.555
2020-09-24,44.16
2020-09-25,44.545
2020-09-28,45.265
2020-09-29,45.24
2020-09-30,45.55
2020-10-01,45.845
2020-10-02,45.45
2020-10-05,45.52
2020-10-06,45.44
2020-10-07,45.68
2020-10-08,46.045
2020-10-09,46.305
2020-10-12,47.22
2020-10-13,47.65
2020-10-14,47.415
2020-10-15,46.825
2020-10-16,47.175
2020-10-19,46.63
2020-10-20,45.88
2020-10-21,45.635
2020-10-22,45.505
2020-10-23,45.4
2020-10-26,45.02
2020-10-27,45.27
2020-10-28,44.4
