date,value
2014-03-03,2.7544
2014-03-04,2.8136
2014-03-05,2.816
2014-03-06,2.8152
2014-03-07,2.7908
2014-03-10,2.7784
2014-03-11,2.778
2014-03-12,2.7532
2014-03-13,2.734
2014-03-14,2.7184
2014-03-17,2.7392
2014-03-18,2.756
2014-03-19,2.7508
2014-03-20,2.7636
2014-03-21,2.776
2014-03-24,2.7424
2014-03-25,2.766
2014-03-26,2.7812
2014-03-27,2.7736
2014-03-28,2.7988
2014-03-31,2.7992
2014-04-01,2.8116
2014-04-02,2.8284
2014-04-03,2.8336
2014-04-04,2.8432
2014-04-07,2.798
2014-04-08,2.7844
2014-04-09,2.7972
2014-04-10,2.7812
2014-04-11,2.748
2014-04-14,2.7684
2014-04-15,2.7508
2014-04-16,2.7872
2014-04-17,2.7924
2014-04-22,2.8244
2014-04-23,2.8128
2014-04-24,2.8152
2014-04-25,2.7904
2014-04-28,2.7904
2014-04-29,2.8148
2014-04-30,2.8048
2014-05-02,2.8156
2014-05-05,2.81
2014-05-06,2.7984
2014-05-07,2.7956
2014-05-08,2.8284
2014-05-09,2.8272
2014-05-12,2.858
2014-05-13,2.8792
2014-05-14,2.8756
2014-05-15,2.84
2014-05-16,2.8536
2014-05-19,2.8616
2014-05-20,2.8588
2014-05-21,2.874
2014-05-22,2.8924
2014-05-23,2.9008
2014-05-26,2.9124
2014-05-27,2.9168
2014-05-28,2.922
2014-05-29,2.9252
2014-05-30,2.924
2014-06-02,2.936
2014-06-03,2.9268
2014-06-04,2.9328
2014-06-05,2.9456
2014-06-06,2.9636
2014-06-09,2.9788
2014-06-10,2.9828
2014-06-11,2.98
2014-06-12,2.97
2014-06-13,2.972
2014-06-16,2.9568
2014-06-17,2.9748
2014-06-18,2.9736
2014-06-19,2.992
2014-06-20,3.002
2014-06-23,2.9924
2014-06-24,3.0012
2014-06-25,2.9704
2014-06-26,2.9788
2014-06-27,2.9776
2014-06-30,2.9772
2014-07-01,2.9968
2014-07-02,3.0072
2014-07-03,3.028
2014-07-04,3.028
2014-07-07,3.0116
2014-07-08,2.9828
2014-07-09,2.9872
2014-07-10,2.9756
2014-07-11,2.9776
